ANNOTATIONSESSIONID,ANNOTATORID,CHARUID,FIXATIONUID,READERUID,TEXTLANG,TEXTUID
295,177,6386,851887,3,en,7
295,177,6448,851900,3,en,7
295,177,5842,851728,3,en,7
295,177,6577,851932,3,en,7
295,177,6183,851824,3,en,7
295,177,5897,851743,3,en,7
295,177,5579,851687,3,en,7
295,177,5688,851715,3,en,7
295,177,6338,851844,3,en,7
295,177,5669,851710,3,en,7
295,177,6340,851871,3,en,7
295,177,6489,851908,3,en,7
295,177,5870,851756,3,en,7
295,177,6599,851940,3,en,7
295,177,6564,851929,3,en,7
295,177,5616,851697,3,en,7
295,177,6470,851904,3,en,7
295,177,5922,851747,3,en,7
295,177,6538,851922,3,en,7
295,177,6049,851772,3,en,7
295,177,6375,851886,3,en,7
295,177,6041,851771,3,en,7
295,177,6102,851785,3,en,7
295,177,5803,851719,3,en,7
295,177,5994,851763,3,en,7
295,177,6519,851918,3,en,7
295,177,6581,851933,3,en,7
295,177,6158,851798,3,en,7
295,177,6588,851936,3,en,7
295,177,6181,851804,3,en,7
295,177,6211,851810,3,en,7
295,177,6369,851882,3,en,7
295,177,5615,851694,3,en,7
295,177,6552,851924,3,en,7
295,177,6356,851879,3,en,7
295,177,5932,851749,3,en,7
295,177,6400,851862,3,en,7
295,177,6430,851897,3,en,7
295,177,5667,851709,3,en,7
295,177,6435,851875,3,en,7
295,177,6414,851868,3,en,7
295,177,6086,851783,3,en,7
295,177,6350,851850,3,en,7
295,177,5690,851716,3,en,7
295,177,6317,851836,3,en,7
295,177,6321,851837,3,en,7
295,177,6241,851841,3,en,7
295,177,6028,851769,3,en,7
295,177,6373,851856,3,en,7
295,177,6215,851811,3,en,7
295,177,5984,851780,3,en,7
295,177,6523,851917,3,en,7
295,177,6067,851796,3,en,7
295,177,5844,851730,3,en,7
295,177,5578,851685,3,en,7
295,177,6438,851898,3,en,7
295,177,6550,851926,3,en,7
295,177,6235,851815,3,en,7
295,177,6299,851859,3,en,7
295,177,5601,851691,3,en,7
295,177,6587,851937,3,en,7
295,177,5892,851742,3,en,7
295,177,6058,851797,3,en,7
295,177,6124,851790,3,en,7
295,177,5779,851736,3,en,7
295,177,6503,851912,3,en,7
295,177,5633,851699,3,en,7
295,177,6163,851800,3,en,7
295,177,6176,851803,3,en,7
295,177,6344,851847,3,en,7
295,177,6119,851789,3,en,7
295,177,5997,851764,3,en,7
295,177,6583,851934,3,en,7
295,177,6414,851892,3,en,7
295,177,6433,851896,3,en,7
295,177,6329,851840,3,en,7
295,177,6378,851885,3,en,7
295,177,5619,851696,3,en,7
295,177,6295,851858,3,en,7
295,177,6367,851855,3,en,7
295,177,5761,851734,3,en,7
295,177,6525,851919,3,en,7
295,177,6139,851792,3,en,7
295,177,6616,851942,3,en,7
295,177,5982,851759,3,en,7
295,177,5991,851760,3,en,7
295,177,6434,851895,3,en,7
295,177,5715,851721,3,en,7
295,177,6478,851906,3,en,7
295,177,6201,851808,3,en,7
295,177,6006,851765,3,en,7
295,177,6328,851838,3,en,7
295,177,5696,851717,3,en,7
295,177,6571,851931,3,en,7
295,177,5676,851713,3,en,7
295,177,6582,851935,3,en,7
295,177,6337,851872,3,en,7
295,177,6396,851860,3,en,7
295,177,6362,851880,3,en,7
295,177,5964,851776,3,en,7
295,177,5773,851737,3,en,7
295,177,5946,851752,3,en,7
295,177,5817,851745,3,en,7
295,177,6603,851941,3,en,7
295,177,5972,851757,3,en,7
295,177,5869,851738,3,en,7
295,177,5831,851727,3,en,7
295,177,6291,851857,3,en,7
295,177,6404,851890,3,en,7
295,177,5608,851693,3,en,7
